Price,company,Field2_links,name,Field3_links,year,kms_driven,Field6,transmission,fuel_type,Field9,Field10,Field11,Field12,Field13,Field14
620.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Veloz,https://xe.chotot.com/mua-ban-oto-toyota-veloz-sdcb2cm1116,2022,26000,Đã sử dụng,Tự động,Xăng,Nước khác,Minivan (MPV),7,Bảo hành hãng,> 1 tấn,> 2 tấn
655.000.000 đ,BMW,https://xe.chotot.com/mua-ban-oto-bmw-sdcb9,3 Series,https://xe.chotot.com/mua-ban-oto-bmw-3-series-sdcb9cm319,2015,123456,Đã sử dụng,Tự động,Xăng,Nước khác,Sedan,4,Bảo hành hãng,> 1 tấn,> 2 tấn
350.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Captiva,https://xe.chotot.com/mua-ban-oto-chevrolet-captiva-sdcb4cm158,2013,80000,Đã sử dụng,Số sàn,Xăng,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
256.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,i20,https://xe.chotot.com/mua-ban-oto-hyundai-i20-sdcb5cm211,2009,1234,Đã sử dụng,Tự động,Xăng,Ấn Độ,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
238.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Morning,https://xe.chotot.com/mua-ban-oto-kia-morning-sdcb1cm21,2019,55000,Đã sử dụng,Tự động,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.179.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,E Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-e-class-sdcb16cm444,2018,26000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
713.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 9,https://xe.chotot.com/mua-ban-oto-mazda-cx-9-sdcb7cm282,2015,68000,Đã sử dụng,Tự động,Xăng,Nhật Bản,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
390.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand i10,https://xe.chotot.com/mua-ban-oto-hyundai-grand-i10-sdcb5cm210,2022,70000,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
495.000.000 đ,Nissan,https://xe.chotot.com/mua-ban-oto-nissan-sdcb19,Navara,https://xe.chotot.com/mua-ban-oto-nissan-navara-sdcb19cm533,2019,62000,Đã sử dụng,Tự động,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
350.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Transit,https://xe.chotot.com/mua-ban-oto-ford-transit-sdcb3cm149,2013,500000,Đã sử dụng,Số sàn,Dầu,Việt Nam,Kiểu dáng khác,16,Bảo hành hãng,> 1 tấn,> 2 tấn
999.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2021,5000,Đã sử dụng,Tự động,Xăng,Thái Lan,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
775.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Fortuner,https://xe.chotot.com/mua-ban-oto-toyota-fortuner-sdcb2cm67,2017,63000,Đã sử dụng,Tự động,Xăng,Nước khác,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
56.000.000 đ,Daewoo,https://xe.chotot.com/mua-ban-oto-daewoo-sdcb10,Lanos,https://xe.chotot.com/mua-ban-oto-daewoo-lanos-sdcb10cm357,2004,12345,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
395.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Santa Fe,https://xe.chotot.com/mua-ban-oto-hyundai-santa-fe-sdcb5cm223,2010,105000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
395.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2008,75000,Đã sử dụng,Tự động,Xăng,Mỹ,Sedan,4,Bảo hành hãng,> 1 tấn,> 2 tấn
510.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,CR V,https://xe.chotot.com/mua-ban-oto-honda-cr-v-sdcb6cm243,2013,118628,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
279.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Avante,https://xe.chotot.com/mua-ban-oto-hyundai-avante-sdcb5cm189,2014,100000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
899.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,CR V,https://xe.chotot.com/mua-ban-oto-honda-cr-v-sdcb6cm243,2020,30000,Đã sử dụng,5,Xăng,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
520.000.000 đ,Audi,https://xe.chotot.com/mua-ban-oto-audi-sdcb8,A3,https://xe.chotot.com/mua-ban-oto-audi-a3-sdcb8cm302,2014,25,Đã sử dụng,Tự động,Xăng,Đức,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
598.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Ranger,https://xe.chotot.com/mua-ban-oto-ford-ranger-sdcb3cm145,2016,80000,Đã sử dụng,Tự động,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
780.000.000 đ,Vinfast,https://xe.chotot.com/mua-ban-oto-vinfast-sdcb80,Lux SA2.0,https://xe.chotot.com/mua-ban-oto-vinfast-lux-sa2-0-sdcb80cm1131,2020,40000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
284.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2016,60512,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.065.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Sorento,https://xe.chotot.com/mua-ban-oto-kia-sorento-sdcb1cm35,2021,29000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,6,Bảo hành hãng,> 1 tấn,> 2 tấn
565.000.000 đ,Isuzu,https://xe.chotot.com/mua-ban-oto-isuzu-sdcb13,Mu X,https://xe.chotot.com/mua-ban-oto-isuzu-mu-x-sdcb13cm1041,2016,125000,Đã sử dụng,Tự động,Dầu,Thái Lan,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
249.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Captiva,https://xe.chotot.com/mua-ban-oto-chevrolet-captiva-sdcb4cm158,2009,120000,Đã sử dụng,Số sàn,Dầu,Mỹ,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
239.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2008,168328,Đã sử dụng,Số sàn,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
805.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,CR V,https://xe.chotot.com/mua-ban-oto-honda-cr-v-sdcb6cm243,2019,38420,Đã sử dụng,Bán tự động,Xăng,Thái Lan,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
824.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Transit,https://xe.chotot.com/mua-ban-oto-ford-transit-sdcb3cm149,2023,1,Đã sử dụng,Số sàn,Dầu,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
953.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Fortuner,https://xe.chotot.com/mua-ban-oto-toyota-fortuner-sdcb2cm67,2019,35000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
822.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Territory,https://xe.chotot.com/mua-ban-oto-ford-territory-sdcb3cm1120,2023,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn,
578.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Ranger,https://xe.chotot.com/mua-ban-oto-ford-ranger-sdcb3cm145,2021,28000,Đã sử dụng,Tự động,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
272.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Carens,https://xe.chotot.com/mua-ban-oto-kia-carens-sdcb1cm4,2007,81000,Đã sử dụng,Tự động,Dầu,Hàn Quốc,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
710.000.000 đ,Peugeot,https://xe.chotot.com/mua-ban-oto-peugeot-sdcb20,3008,https://xe.chotot.com/mua-ban-oto-peugeot-3008-sdcb20cm570,2018,48000,Đã sử dụng,Tự động,Xăng,Việt Nam,Minivan (MPV),5,Bảo hành hãng,> 1 tấn,> 2 tấn
520.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Ranger,https://xe.chotot.com/mua-ban-oto-ford-ranger-sdcb3cm145,2015,80000,Đã sử dụng,Tự động,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
2.490.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,S Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-s-class-sdcb16cm455,2017,30000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
1.099.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Everest,https://xe.chotot.com/mua-ban-oto-ford-everest-sdcb3cm125,2023,Đã sử dụng,Tự động,Dầu,Thái Lan,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn,
15.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Everest,https://xe.chotot.com/mua-ban-oto-ford-everest-sdcb3cm125,2017,9999,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
345.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,C Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-c-class-sdcb16cm439,2010,80000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
2.800.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,S Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-s-class-sdcb16cm455,2018,40000,Đã sử dụng,Tự động,Xăng,Mỹ,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.300.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,C Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-c-class-sdcb16cm439,2019,35000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
425.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2019,40000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
819.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 5,https://xe.chotot.com/mua-ban-oto-mazda-cx-5-sdcb7cm280,2020,14000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
579.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Fortuner,https://xe.chotot.com/mua-ban-oto-toyota-fortuner-sdcb2cm67,2015,120000,Đã sử dụng,Số sàn,Dầu,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
145.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Jolie,https://xe.chotot.com/mua-ban-oto-mitsubishi-jolie-sdcb18cm487,2004,128618,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
286.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand i10,https://xe.chotot.com/mua-ban-oto-hyundai-grand-i10-sdcb5cm210,2015,100000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
525.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Yaris,https://xe.chotot.com/mua-ban-oto-toyota-yaris-sdcb2cm105,2020,18430,Đã sử dụng,Tự động,Xăng,Thái Lan,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
180.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2003,50000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.199.999.999 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,E Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-e-class-sdcb16cm444,2017,38000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
420.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Cerato,https://xe.chotot.com/mua-ban-oto-kia-cerato-sdcb1cm6,2018,120000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
552.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Ranger,https://xe.chotot.com/mua-ban-oto-ford-ranger-sdcb3cm145,2022,7676,Đã sử dụng,Số sàn,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.750.000.000 đ,Lexus,https://xe.chotot.com/mua-ban-oto-lexus-sdcb15,GX,https://xe.chotot.com/mua-ban-oto-lexus-gx-sdcb15cm425,2011,11000,Đã sử dụng,Tự động,Xăng,Nhật Bản,SUV / Cross over,8,Bảo hành hãng,> 1 tấn,> 2 tấn
400.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2017,56000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
864.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Ranger,https://xe.chotot.com/mua-ban-oto-ford-ranger-sdcb3cm145,2023,Đã sử dụng,Tự động,Xăng,Việt Nam,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn,
559.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Cerato,https://xe.chotot.com/mua-ban-oto-kia-cerato-sdcb1cm6,2020,3,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
760.000.000 đ,Peugeot,https://xe.chotot.com/mua-ban-oto-peugeot-sdcb20,3008,https://xe.chotot.com/mua-ban-oto-peugeot-3008-sdcb20cm570,2018,30000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
1.150.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Santa Fe,https://xe.chotot.com/mua-ban-oto-hyundai-santa-fe-sdcb5cm223,2021,36000,Đã sử dụng,Tự động,Dầu,Việt Nam,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
306.000.000 đ,Vinfast,https://xe.chotot.com/mua-ban-oto-vinfast-sdcb80,Fadil,https://xe.chotot.com/mua-ban-oto-vinfast-fadil-sdcb80cm1082,2021,22000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
675.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Trailblazer,https://xe.chotot.com/mua-ban-oto-chevrolet-trailblazer-sdcb4cm1057,2018,56000,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
507.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Xpander,https://xe.chotot.com/mua-ban-oto-mitsubishi-xpander-sdcb18cm992,2019,64500,Đã sử dụng,Tự động,Xăng,Nước khác,Minivan (MPV),7,Bảo hành hãng,> 1 tấn,> 2 tấn
345.000.000 đ,Acura,https://xe.chotot.com/mua-ban-oto-acura-sdcb25,MDX,https://xe.chotot.com/mua-ban-oto-acura-mdx-sdcb25cm637,2007,150000,Đã sử dụng,Tự động,Xăng,Nước khác,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
1.460.000.000 đ,Lexus,https://xe.chotot.com/mua-ban-oto-lexus-sdcb15,ES,https://xe.chotot.com/mua-ban-oto-lexus-es-sdcb15cm423,2015,56200,Đã sử dụng,Tự động,Xăng,Nhật Bản,Sedan,4,Bảo hành hãng,> 1 tấn,> 2 tấn
354.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2016,69315,Đã sử dụng,Số sàn,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
280.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,Civic,https://xe.chotot.com/mua-ban-oto-honda-civic-sdcb6cm241,2009,105223,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
699.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 5,https://xe.chotot.com/mua-ban-oto-mazda-cx-5-sdcb7cm280,2020,35000,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.289.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,C Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-c-class-sdcb16cm439,2021,8000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
735.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2019,45000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
393.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,City,https://xe.chotot.com/mua-ban-oto-honda-city-sdcb6cm240,2016,82000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
750.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,CX 5,https://xe.chotot.com/mua-ban-oto-mazda-cx-5-sdcb7cm280,2022,19500,Đã sử dụng,Tự động,Xăng,Nhật Bản,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
615.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,3,https://xe.chotot.com/mua-ban-oto-mazda-3-sdcb7cm268,2021,25000,Đã sử dụng,Tự động,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
835.000.000 đ,Honda,https://xe.chotot.com/mua-ban-oto-honda-sdcb6,CR V,https://xe.chotot.com/mua-ban-oto-honda-cr-v-sdcb6cm243,2019,51000,Đã sử dụng,Tự động,Xăng,Thái Lan,SUV / Cross over,5,Bảo hành hãng,> 1 tấn,> 2 tấn
835.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,C Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-c-class-sdcb16cm439,2016,50000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
315.000.000 đ,Hyundai,https://xe.chotot.com/mua-ban-oto-hyundai-sdcb5,Grand i10,https://xe.chotot.com/mua-ban-oto-hyundai-grand-i10-sdcb5cm210,2017,23000,Đã sử dụng,Tự động,Xăng,Ấn Độ,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
2.620.000.000 đ,Lexus,https://xe.chotot.com/mua-ban-oto-lexus-sdcb15,ES,https://xe.chotot.com/mua-ban-oto-lexus-es-sdcb15cm423,2023,8,Đã sử dụng,Tự động,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
125.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Corolla Altis,https://xe.chotot.com/mua-ban-oto-toyota-corolla-altis-sdcb2cm60,2001,23979,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
545.000.000 đ,BMW,https://xe.chotot.com/mua-ban-oto-bmw-sdcb9,X6,https://xe.chotot.com/mua-ban-oto-bmw-x6-sdcb9cm337,2008,80000,Đã sử dụng,Tự động,Xăng,Mỹ,Kiểu dáng khác,4,Bảo hành hãng,> 1 tấn,> 2 tấn
495.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Ranger,https://xe.chotot.com/mua-ban-oto-ford-ranger-sdcb3cm145,2019,61000,Đã sử dụng,Số sàn,Dầu,Thái Lan,Pick-up (bán tải),5,Bảo hành hãng,> 1 tấn,> 2 tấn
550.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Cerato,https://xe.chotot.com/mua-ban-oto-kia-cerato-sdcb1cm6,2020,35000,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
425.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Vios,https://xe.chotot.com/mua-ban-oto-toyota-vios-sdcb2cm101,2019,36000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
195.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Camry,https://xe.chotot.com/mua-ban-oto-toyota-camry-sdcb2cm54,2002,128618,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
215.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Morning,https://xe.chotot.com/mua-ban-oto-kia-morning-sdcb1cm21,2016,60000,Đã sử dụng,Số sàn,Xăng,Hatchback,2,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
435.000.000 đ,Mitsubishi,https://xe.chotot.com/mua-ban-oto-mitsubishi-sdcb18,Pajero Sport,https://xe.chotot.com/mua-ban-oto-mitsubishi-pajero-sport-sdcb18cm1070,2015,70000,Đã sử dụng,Số sàn,Dầu,Nước khác,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
485.000.000 đ,Mazda,https://xe.chotot.com/mua-ban-oto-mazda-sdcb7,3,https://xe.chotot.com/mua-ban-oto-mazda-3-sdcb7cm268,2018,4,Đã sử dụng,Tự động,Xăng,Việt Nam,Hatchback,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.445.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,GL Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-gl-class-sdcb16cm446,2014,122100,Đã sử dụng,Tự động,Xăng,Mỹ,SUV / Cross over,7,Bảo hành hãng,> 1 tấn,> 2 tấn
310.000.000 đ,Kia,https://xe.chotot.com/mua-ban-oto-kia-sdcb1,Forte,https://xe.chotot.com/mua-ban-oto-kia-forte-sdcb1cm10,2012,730000,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
1.299.000.000 đ,Mercedes Benz,https://xe.chotot.com/mua-ban-oto-mercedes-benz-sdcb16,C Class,https://xe.chotot.com/mua-ban-oto-mercedes-benz-c-class-sdcb16cm439,2018,25000,Đã sử dụng,Tự động,Xăng,Đức,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
380.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Fiesta,https://xe.chotot.com/mua-ban-oto-ford-fiesta-sdcb3cm131,2018,40000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
155.000.000 đ,Isuzu,https://xe.chotot.com/mua-ban-oto-isuzu-sdcb13,Hi lander,https://xe.chotot.com/mua-ban-oto-isuzu-hi-lander-sdcb13cm403,2004,300000,Đã sử dụng,Số sàn,Dầu,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn,,
69.000.000 đ,Ford,https://xe.chotot.com/mua-ban-oto-ford-sdcb3,Laser,https://xe.chotot.com/mua-ban-oto-ford-laser-sdcb3cm138,2001,50,Đã sử dụng,Số sàn,Xăng,Mỹ,Sedan,5,Bảo hành hãng,> 1 tấn,> 2 tấn
90.000.000 đ,Chevrolet,https://xe.chotot.com/mua-ban-oto-chevrolet-sdcb4,Spark,https://xe.chotot.com/mua-ban-oto-chevrolet-spark-sdcb4cm179,2009,90000,Đã sử dụng,Số sàn,Xăng,Hatchback,5,Đang cập nhật,Bảo hành hãng,> 1 tấn,> 2 tấn
335.000.000 đ,Toyota,https://xe.chotot.com/mua-ban-oto-toyota-sdcb2,Innova,https://xe.chotot.com/mua-ban-oto-toyota-innova-sdcb2cm71,2014,95000,Đã sử dụng,Số sàn,Xăng,Việt Nam,Minivan (MPV),8,Bảo hành hãng,> 1 tấn,> 2 tấn
